,user,item,rating
70043,565,MSWR05,2
70044,565,MSGT37,2
70045,565,VSPP07,2
70046,565,MSGT34,2
70049,565,MSGT31,1
70050,565,URLP07,1
70051,565,MSGT32,3
70052,565,MSGT51,2
70053,565,MSGA43,1
70054,565,MSGT47,1
70055,565,JCGA75,2
70056,565,MSGT17,1
70057,565,MSGT19,2
70060,566,MSPP02,2
70061,566,MSGT01,2
70062,566,VSPP01,2
70064,566,UPPP01,1
70067,566,VSPP33,3
70068,566,JCGA69,2
70069,566,MSGT18,2
70070,566,MSWR01,2
70071,566,VSSS09,2
70072,566,VSPP02,1
70073,566,VSSS01,2
70074,566,VSCA76,1
70075,566,JCUM01,1
70076,566,MSGT66,2
70080,566,VSPP29,2
70081,566,MSPP03,2
70082,566,VSPP30,2
70085,566,MSWR07,2
70087,566,MSGT68,2
70088,566,MSGT20,2
70089,566,MSGT30,1
70090,566,VSPP03,2
70091,566,VSPP36,1
70092,566,VSPP20,2
70095,566,MSGT16,2
70096,566,VSPP34,2
70097,566,VSSS07,2
70098,566,JCGA73,2
70099,566,MSGT62,2
70100,566,MSPP15,2
70101,566,VSPP37,2
70102,566,MSGT40,2
70105,566,MSGT02,2
70106,566,VSSS02,1
70107,566,MSGT10,2
70109,566,MSGT07,1
70110,566,VSCA25,1
70111,566,VSPP04,2
70112,566,MSGT28,2
70114,566,CIS02,2
70115,566,AIS04,2
70116,566,AIS02,2
70118,566,VSPP32,2
70119,566,MSGT14,1
70121,566,MSGT67,2
70122,566,VSPP06,2
70123,566,MSGT12,2
70124,566,VCGA63,2
70125,566,JCGA72,2
70126,566,MSGT11,2
70127,566,MSGT21,1
70128,566,MSGT64,2
70129,566,MSGT05,1
70130,566,VSPP05,2
70131,566,MSWR03,1
70132,566,VCBA56,2
70134,566,JCGA74,2
70135,566,VSPP24,2
70136,566,MSGT33,2
70137,566,MSGT65,1
70138,566,MSWR06,2
70140,566,MSGT49,2
70141,566,VSSS10,2
70144,566,VSPP14,1
70146,566,MRLP07,2
70147,566,MSGT46,1
70148,566,MSGT03,2
70149,566,VCBGSC,2
70150,566,MSGT54,2
70151,566,VRLP01,2
70153,566,VSSS06,2
70154,566,MSGT43,1
70155,566,VSPP15,2
70156,566,MSGT04,1
70157,566,MSPP10,2
70159,566,MSGT44,2
70160,566,VSPP23,1
70162,566,MSGT35,1
70164,566,MSGT90,1
70165,566,VCGA67,2
70167,566,MSWR05,2
70168,566,MSGT37,2
70169,566,VSPP07,2
70170,566,MSGT34,1
70171,566,MSGT15,2
70172,566,MSGT52,2
70173,566,MSGT31,1
70174,566,URLP07,1
70175,566,MSGT32,2
70176,566,MSGT51,2
70177,566,MSGA43,1
70178,566,MSGT47,2
70180,566,MSGT17,1
70181,566,MSGT19,2
70182,566,VACM13,2
70183,566,VSPP18,2
70184,567,MSPP02,1
70185,567,MSGT01,1
70186,567,VSPP01,1
70188,567,UPPP01,1
70189,567,VSPP25,1
70191,567,VSPP33,2
70192,567,JCGA69,2
70195,567,VSSS09,2
70196,567,VSPP02,1
70197,567,VSSS01,1
70198,567,VSCA76,1
70199,567,JCUM01,1
70200,567,MSGT66,2
70204,567,VSPP29,1
70205,567,MSPP03,1
70206,567,VSPP30,2
70207,567,URLP01,1
70208,567,MSGT25,1
70209,567,MSWR07,2
70211,567,MSGT68,2
70212,567,MSGT20,1
70213,567,MSGT30,1
70214,567,VSPP03,1
70215,567,VSPP36,1
70216,567,VSPP20,1
70217,567,MSGT55,1
70219,567,MSGT16,1
70220,567,VSPP34,2
70221,567,VSSS07,1
70222,567,JCGA73,1
70223,567,MSGT62,2
70224,567,MSPP15,2
70225,567,VSPP37,2
70227,567,VSPP60,1
70228,567,VIGI06,1
70229,567,MSGT02,1
70230,567,VSSS02,1
70233,567,MSGT07,1
70237,567,CIS04,2
70238,567,CIS02,1
70240,567,AIS02,1
70241,567,VSSS08,1
70243,567,MSGT14,1
70244,567,VSPP11,1
70246,567,VSPP06,1
70247,567,MSGT12,2
70248,567,VCGA63,1
70249,567,JCGA72,2
70251,567,MSGT21,1
70253,567,MSGT05,1
70255,567,MSWR03,1
70256,567,VCBA56,2
70257,567,MSGT08,2
70258,567,JCGA74,2
70259,567,VSPP24,1
70260,567,MSGT33,1
70261,567,MSGT65,1
70262,567,MSWR06,1
70263,567,VSPP31,1
70264,567,MSGT49,2
70265,567,VSSS10,1
70267,567,VIGI01,1
70270,567,MRLP07,2
70271,567,MSGT46,1
70272,567,MSGT03,1
70273,567,VCBGSC,1
70275,567,VRLP01,1
70276,567,VCBA65,1
70278,567,MSGT43,1
70279,567,VSPP15,1
70280,567,MSGT04,1
70282,567,VSPP17,1
70283,567,MSGT44,2
70284,567,VSPP23,1
70285,567,VSPP09,1
70286,567,MSGT35,1
70287,567,MSCA47,2
70288,567,MSGT90,1
70291,567,MSWR05,2
70292,567,MSGT37,2
70294,567,MSGT34,1
70295,567,MSGT15,1
70297,567,MSGT31,1
70299,567,MSGT32,2
70300,567,MSGT51,1
70301,567,MSGA43,1
70303,567,JCGA75,1
70305,567,MSGT19,2
70307,567,VSPP18,2
70308,568,MSPP02,2
70309,568,MSGT01,2
70310,568,VSPP01,2
70311,568,MRLP01,3
70312,568,UPPP01,1
70313,568,VSPP25,1
70314,568,MSGT91,2
70315,568,VSPP33,3
70316,568,JCGA69,2
70317,568,MSGT18,2
70318,568,MSWR01,2
70319,568,VSSS09,3
70320,568,VSPP02,1
70321,568,VSSS01,2
70322,568,VSCA76,1
70323,568,JCUM01,1
70324,568,MSGT66,2
70326,568,UPDD01,1
70327,568,MSGT26,2
70328,568,VSPP29,2
70329,568,MSPP03,2
70330,568,VSPP30,3
70331,568,URLP01,2
70333,568,MSWR07,2
70334,568,VSGA17,2
70335,568,MSGT68,2
70338,568,VSPP03,2
70339,568,VSPP36,2
70340,568,VSPP20,2
70342,568,VSSS04,1
70343,568,MSGT16,2
70344,568,VSPP34,2
70345,568,VSSS07,2
70346,568,JCGA73,2
70350,568,MSGT40,2
70351,568,VSPP60,2
70352,568,VIGI06,1
70356,568,JCGA70,2
70357,568,MSGT07,2
70358,568,VSCA25,1
70359,568,VSPP04,2
70360,568,MSGT28,2
70361,568,CIS04,2
70362,568,CIS02,2
70363,568,AIS04,3
70365,568,VSSS08,2
70366,568,VSPP32,2
70367,568,MSGT14,2
70368,568,VSPP11,1
70371,568,MSGT12,3
70372,568,VCGA63,2
70373,568,JCGA72,2
70374,568,MSGT11,3
70375,568,MSGT21,2
70376,568,MSGT64,2
70377,568,MSGT05,1
70378,568,VSPP05,2
70379,568,MSWR03,1
70381,568,MSGT08,2
70382,568,JCGA74,2
70384,568,MSGT33,2
70386,568,MSWR06,2
70387,568,VSPP31,2
70391,568,VIGI01,2
70392,568,VSPP14,2
70393,568,MRLP02,2
70394,568,MRLP07,2
70395,568,MSGT46,2
70396,568,MSGT03,2
70397,568,VCBGSC,2
70398,568,MSGT54,2
70400,568,VCBA65,2
70403,568,VSPP15,2
70404,568,MSGT04,2
70405,568,MSPP10,2
70406,568,VSPP17,1
70407,568,MSGT44,2
70408,568,VSPP23,1
70409,568,VSPP09,2
70411,568,MSCA47,2
70414,568,MSWW04,1
70415,568,MSWR05,2
70417,568,VSPP07,2
70419,568,MSGT15,2
70420,568,MSGT52,2
70421,568,MSGT31,1
70422,568,URLP07,1
70423,568,MSGT32,3
70424,568,MSGT51,2
70425,568,MSGA43,1
70426,568,MSGT47,2
70427,568,JCGA75,3
70431,568,VSPP18,2
70432,569,MSPP02,2
70433,569,MSGT01,2
70434,569,VSPP01,2
70435,569,MRLP01,3
70436,569,UPPP01,2
70439,569,VSPP33,3
70440,569,JCGA69,2
70441,569,MSGT18,2
70442,569,MSWR01,2
70444,569,VSPP02,1
70445,569,VSSS01,2
70446,569,VSCA76,1
70447,569,JCUM01,2
70448,569,MSGT66,2
70449,569,VSSS03,1
70451,569,MSGT26,2
70452,569,VSPP29,2
70453,569,MSPP03,2
70454,569,VSPP30,3
70456,569,MSGT25,2
70457,569,MSWR07,2
70458,569,VSGA17,2
70460,569,MSGT20,2
70461,569,MSGT30,1
70462,569,VSPP03,2
70464,569,VSPP20,2
70466,569,VSSS04,1
70467,569,MSGT16,2
70468,569,VSPP34,2
70469,569,VSSS07,2
70470,569,JCGA73,2
70471,569,MSGT62,2
70472,569,MSPP15,2
70474,569,MSGT40,2
70475,569,VSPP60,2
70476,569,VIGI06,1
70478,569,VSSS02,1
70479,569,MSGT10,2
70481,569,MSGT07,1
70482,569,VSCA25,2
70484,569,MSGT28,3
70485,569,CIS04,2
70487,569,AIS04,3
70488,569,AIS02,1
70489,569,VSSS08,2
70490,569,VSPP32,2
70491,569,MSGT14,1
70492,569,VSPP11,1
70496,569,VCGA63,2
70497,569,JCGA72,2
70498,569,MSGT11,3
70499,569,MSGT21,2
70500,569,MSGT64,2
70501,569,MSGT05,1
70502,569,VSPP05,3
70504,569,VCBA56,2
70505,569,MSGT08,2
70508,569,MSGT33,2
70511,569,VSPP31,2
70512,569,MSGT49,2
70513,569,VSSS10,2
70514,569,MSGT24,1
70516,569,VSPP14,2
70517,569,MRLP02,2
70518,569,MRLP07,2
70519,569,MSGT46,2
70522,569,MSGT54,1
70523,569,VRLP01,2
70524,569,VCBA65,2
70525,569,VSSS06,2
70526,569,MSGT43,2
70528,569,MSGT04,2
70529,569,MSPP10,2
70531,569,MSGT44,2
70532,569,VSPP23,1
70533,569,VSPP09,2
70534,569,MSGT35,1
70537,569,VCGA67,2
70538,569,MSWW04,1
70539,569,MSWR05,2
70540,569,MSGT37,2
70541,569,VSPP07,2
70542,569,MSGT34,2
70545,569,MSGT31,1
70546,569,URLP07,2
70547,569,MSGT32,3
70548,569,MSGT51,2
70549,569,MSGA43,1
70550,569,MSGT47,1
70551,569,JCGA75,2
70552,569,MSGT17,2
70554,569,VACM13,2
70555,569,VSPP18,2
70556,570,MSPP02,2
70557,570,MSGT01,2
70558,570,VSPP01,1
70562,570,MSGT91,2
70564,570,JCGA69,2
70565,570,MSGT18,2
70566,570,MSWR01,2
70567,570,VSSS09,2
70568,570,VSPP02,2
70569,570,VSSS01,2
70570,570,VSCA76,1
70571,570,JCUM01,2
70572,570,MSGT66,2
70573,570,VSSS03,1
70574,570,UPDD01,1
70575,570,MSGT26,1
70578,570,VSPP30,2
70580,570,MSGT25,2
70581,570,MSWR07,2
70582,570,VSGA17,2
70583,570,MSGT68,2
70584,570,MSGT20,2
70586,570,VSPP03,2
70587,570,VSPP36,1
70588,570,VSPP20,2
70590,570,VSSS04,1
70591,570,MSGT16,2
70592,570,VSPP34,2
70594,570,JCGA73,2
70595,570,MSGT62,2
70596,570,MSPP15,2
70597,570,VSPP37,2
70599,570,VSPP60,1
70600,570,VIGI06,1
70601,570,MSGT02,2
70603,570,MSGT10,1
70608,570,MSGT28,2
70609,570,CIS04,2
70610,570,CIS02,2
70611,570,AIS04,2
70612,570,AIS02,2
70613,570,VSSS08,2
70616,570,VSPP11,1
70617,570,MSGT67,2
70619,570,MSGT12,2
70620,570,VCGA63,2
70621,570,JCGA72,2
70622,570,MSGT11,2
70623,570,MSGT21,1
70624,570,MSGT64,2
70625,570,MSGT05,1
70626,570,VSPP05,2
70627,570,MSWR03,1
70628,570,VCBA56,2
70631,570,VSPP24,2
70632,570,MSGT33,2
70636,570,MSGT49,1
70637,570,VSSS10,2
70638,570,MSGT24,1
70639,570,VIGI01,1
70642,570,MRLP07,2
70643,570,MSGT46,2
70644,570,MSGT03,2
70645,570,VCBGSC,2
70648,570,VCBA65,2
70650,570,MSGT43,1
70652,570,MSGT04,2
70653,570,MSPP10,2
70654,570,VSPP17,1
70655,570,MSGT44,2
70656,570,VSPP23,1
70657,570,VSPP09,2
70658,570,MSGT35,1
70659,570,MSCA47,2
70662,570,MSWW04,1
70663,570,MSWR05,2
70664,570,MSGT37,2
70666,570,MSGT34,2
70667,570,MSGT15,1
70668,570,MSGT52,2
70669,570,MSGT31,1
70670,570,URLP07,1
70671,570,MSGT32,3
70673,570,MSGA43,1
70674,570,MSGT47,1
70675,570,JCGA75,2
70676,570,MSGT17,1
70677,570,MSGT19,2
70678,570,VACM13,2
70679,570,VSPP18,2
70680,571,MSPP02,2
70681,571,MSGT01,3
70685,571,VSPP25,2
70687,571,VSPP33,3
70689,571,MSGT18,2
70690,571,MSWR01,2
70691,571,VSSS09,2
70692,571,VSPP02,2
70693,571,VSSS01,2
70694,571,VSCA76,1
70696,571,MSGT66,3
70697,571,VSSS03,2
70698,571,UPDD01,2
70699,571,MSGT26,2
70702,571,VSPP30,3
70703,571,URLP01,2
70704,571,MSGT25,2
70705,571,MSWR07,2
70706,571,VSGA17,2
70707,571,MSGT68,2
70709,571,MSGT30,1
70713,571,MSGT55,2
70714,571,VSSS04,1
70715,571,MSGT16,2
70716,571,VSPP34,2
70717,571,VSSS07,3
70718,571,JCGA73,2
70719,571,MSGT62,2
70722,571,MSGT40,3
70723,571,VSPP60,2
70724,571,VIGI06,1
70726,571,VSSS02,1
70727,571,MSGT10,2
70731,571,VSPP04,2
70733,571,CIS04,3
70734,571,CIS02,2
70735,571,AIS04,3
70736,571,AIS02,2
70737,571,VSSS08,3
70739,571,MSGT14,2
70741,571,MSGT67,3
70742,571,VSPP06,2
70743,571,MSGT12,3
70744,571,VCGA63,2
70745,571,JCGA72,2
70747,571,MSGT21,2
70748,571,MSGT64,2
70750,571,VSPP05,3
70751,571,MSWR03,1
70752,571,VCBA56,2
70754,571,JCGA74,2
70755,571,VSPP24,2
70757,571,MSGT65,2
70759,571,VSPP31,2
70760,571,MSGT49,2
70761,571,VSSS10,2
70762,571,MSGT24,2
70764,571,VSPP14,2
70767,571,MSGT46,2
70768,571,MSGT03,2
70769,571,VCBGSC,2
70771,571,VRLP01,2
70772,571,VCBA65,2
70773,571,VSSS06,2
70774,571,MSGT43,1
70775,571,VSPP15,2
70777,571,MSPP10,2
70781,571,VSPP09,3
70782,571,MSGT35,1
70784,571,MSGT90,2
70785,571,VCGA67,2
70787,571,MSWR05,2
70789,571,VSPP07,2
70790,571,MSGT34,2
70791,571,MSGT15,2
70792,571,MSGT52,2
70794,571,URLP07,1
70796,571,MSGT51,2
70798,571,MSGT47,2
70799,571,JCGA75,3
70800,571,MSGT17,2
70801,571,MSGT19,2
70802,571,VACM13,2
70803,571,VSPP18,2
70804,572,MSPP02,2
70805,572,MSGT01,3
70808,572,UPPP01,2
70811,572,VSPP33,3
70813,572,MSGT18,2
70814,572,MSWR01,2
70815,572,VSSS09,2
70816,572,VSPP02,2
70817,572,VSSS01,2
70818,572,VSCA76,2
70819,572,JCUM01,2
70820,572,MSGT66,2
70821,572,VSSS03,2
70822,572,UPDD01,2
70823,572,MSGT26,2
70824,572,VSPP29,1
70825,572,MSPP03,2
70826,572,VSPP30,2
70827,572,URLP01,2
70828,572,MSGT25,2
70829,572,MSWR07,2
70831,572,MSGT68,2
70832,572,MSGT20,2
70833,572,MSGT30,1
70834,572,VSPP03,2
70835,572,VSPP36,2
70836,572,VSPP20,2
70837,572,MSGT55,2
70838,572,VSSS04,2
70839,572,MSGT16,2
70841,572,VSSS07,3
70842,572,JCGA73,2
70844,572,MSPP15,2
70845,572,VSPP37,2
70846,572,MSGT40,3
70847,572,VSPP60,2
70850,572,VSSS02,1
70851,572,MSGT10,2
70853,572,MSGT07,2
70855,572,VSPP04,2
70856,572,MSGT28,2
70857,572,CIS04,3
70861,572,VSSS08,3
70862,572,VSPP32,2
70863,572,MSGT14,2
70864,572,VSPP11,1
70865,572,MSGT67,2
70867,572,MSGT12,3
70869,572,JCGA72,2
70870,572,MSGT11,2
70871,572,MSGT21,2
70872,572,MSGT64,2
70873,572,MSGT05,1
70874,572,VSPP05,2
70875,572,MSWR03,1
70876,572,VCBA56,2
70877,572,MSGT08,2
70878,572,JCGA74,2
70879,572,VSPP24,2
70880,572,MSGT33,2
70881,572,MSGT65,2
70882,572,MSWR06,2
70884,572,MSGT49,1
70885,572,VSSS10,2
70886,572,MSGT24,2
70887,572,VIGI01,2
70888,572,VSPP14,2
70891,572,MSGT46,2
70893,572,VCBGSC,2
70894,572,MSGT54,2
70895,572,VRLP01,2
70896,572,VCBA65,3
70898,572,MSGT43,1
70899,572,VSPP15,2
70900,572,MSGT04,2
70901,572,MSPP10,2
70902,572,VSPP17,2
70904,572,VSPP23,2
70906,572,MSGT35,1
70907,572,MSCA47,2
70908,572,MSGT90,2
70909,572,VCGA67,2
70910,572,MSWW04,2
70911,572,MSWR05,2
70912,572,MSGT37,2
70913,572,VSPP07,2
70914,572,MSGT34,2
70915,572,MSGT15,2
70916,572,MSGT52,2
70917,572,MSGT31,1
70918,572,URLP07,1
70919,572,MSGT32,3
70924,572,MSGT17,1
70925,572,MSGT19,2
70926,572,VACM13,2
70927,572,VSPP18,2
70928,573,MSPP02,3
70929,573,MSGT01,3
70930,573,VSPP01,2
70931,573,MRLP01,4
70932,573,UPPP01,2
70933,573,VSPP25,2
70934,573,MSGT91,2
70937,573,MSGT18,2
70938,573,MSWR01,3
70940,573,VSPP02,2
70942,573,VSCA76,1
70944,573,MSGT66,2
70945,573,VSSS03,2
70946,573,UPDD01,2
70947,573,MSGT26,2
70948,573,VSPP29,2
70949,573,MSPP03,2
70950,573,VSPP30,3
70951,573,URLP01,3
70952,573,MSGT25,3
70953,573,MSWR07,3
70954,573,VSGA17,2
70955,573,MSGT68,2
70957,573,MSGT30,1
70958,573,VSPP03,2
70960,573,VSPP20,3
70961,573,MSGT55,2
70963,573,MSGT16,2
70964,573,VSPP34,2
70965,573,VSSS07,3
70967,573,MSGT62,2
70968,573,MSPP15,2
70969,573,VSPP37,3
70970,573,MSGT40,3
70971,573,VSPP60,2
70972,573,VIGI06,1
70973,573,MSGT02,2
70974,573,VSSS02,2
70975,573,MSGT10,2
70976,573,JCGA70,2
70977,573,MSGT07,2
70979,573,VSPP04,2
70980,573,MSGT28,3
70981,573,CIS04,3
70982,573,CIS02,2
70983,573,AIS04,3
70984,573,AIS02,2
70986,573,VSPP32,2
70987,573,MSGT14,2
70988,573,VSPP11,1
70989,573,MSGT67,3
70990,573,VSPP06,3
70991,573,MSGT12,3
70993,573,JCGA72,2
70994,573,MSGT11,3
70996,573,MSGT64,2
70997,573,MSGT05,1
70998,573,VSPP05,3
70999,573,MSWR03,2
71000,573,VCBA56,2
71001,573,MSGT08,3
71004,573,MSGT33,2
71006,573,MSWR06,2
71007,573,VSPP31,2
71008,573,MSGT49,2
71011,573,VIGI01,2
71012,573,VSPP14,2
71013,573,MRLP02,2
71014,573,MRLP07,3
71015,573,MSGT46,3
71016,573,MSGT03,2
71017,573,VCBGSC,3
71018,573,MSGT54,2
71020,573,VCBA65,2
71021,573,VSSS06,3
71022,573,MSGT43,2
71025,573,MSPP10,2
71026,573,VSPP17,2
71027,573,MSGT44,2
71028,573,VSPP23,2
71030,573,MSGT35,1
71031,573,MSCA47,3
71032,573,MSGT90,2
71033,573,VCGA67,2
71035,573,MSWR05,2
71036,573,MSGT37,2
71037,573,VSPP07,3
71038,573,MSGT34,2
71039,573,MSGT15,2
71040,573,MSGT52,2
71042,573,URLP07,2
71043,573,MSGT32,3
71045,573,MSGA43,1
71046,573,MSGT47,1
71047,573,JCGA75,3
71048,573,MSGT17,2
71049,573,MSGT19,2
71050,573,VACM13,2
71051,573,VSPP18,2
71052,574,MSPP02,2
71053,574,MSGT01,2
71054,574,VSPP01,1
71055,574,MRLP01,2
71059,574,VSPP33,2
71060,574,JCGA69,1
71061,574,MSGT18,1
71064,574,VSPP02,1
71066,574,VSCA76,1
71068,574,MSGT66,1
71069,574,VSSS03,1
71070,574,UPDD01,1
71071,574,MSGT26,1
71073,574,MSPP03,2
71074,574,VSPP30,1
71075,574,URLP01,2
71076,574,MSGT25,2
71077,574,MSWR07,2
71078,574,VSGA17,2
71084,574,VSPP20,2
71086,574,VSSS04,1
71088,574,VSPP34,1
71089,574,VSSS07,2
71090,574,JCGA73,2
71091,574,MSGT62,1
71093,574,VSPP37,2
71094,574,MSGT40,2
71095,574,VSPP60,1
71096,574,VIGI06,1
71099,574,MSGT10,1
71100,574,JCGA70,1
71101,574,MSGT07,1
71103,574,VSPP04,2
71104,574,MSGT28,2
71105,574,CIS04,2
71106,574,CIS02,2
71107,574,AIS04,2
71108,574,AIS02,1
71109,574,VSSS08,2
71110,574,VSPP32,1
71111,574,MSGT14,1
71112,574,VSPP11,1
71113,574,MSGT67,2
71114,574,VSPP06,1
71117,574,JCGA72,1
71119,574,MSGT21,2
71120,574,MSGT64,1
71121,574,MSGT05,1
71122,574,VSPP05,2
71123,574,MSWR03,1
71124,574,VCBA56,1
71126,574,JCGA74,1
71128,574,MSGT33,1
71129,574,MSGT65,1
71130,574,MSWR06,1
71132,574,MSGT49,1
71133,574,VSSS10,2
71135,574,VIGI01,2
71136,574,VSPP14,1
71137,574,MRLP02,1
71138,574,MRLP07,2
71139,574,MSGT46,2
71140,574,MSGT03,1
71141,574,VCBGSC,2
71142,574,MSGT54,1
71143,574,VRLP01,2
71144,574,VCBA65,1
71145,574,VSSS06,1
71146,574,MSGT43,1
71147,574,VSPP15,2
71148,574,MSGT04,1
71149,574,MSPP10,2
71151,574,MSGT44,2
71152,574,VSPP23,1
71153,574,VSPP09,2
71154,574,MSGT35,1
71155,574,MSCA47,1
71156,574,MSGT90,1
71158,574,MSWW04,1
71159,574,MSWR05,1
71160,574,MSGT37,1
71161,574,VSPP07,2
71162,574,MSGT34,1
71164,574,MSGT52,2
71165,574,MSGT31,1
71167,574,MSGT32,2
71168,574,MSGT51,1
71169,574,MSGA43,1
71170,574,MSGT47,1
71171,574,JCGA75,2
71173,574,MSGT19,2
71174,574,VACM13,1
71175,574,VSPP18,1
71176,575,MSPP02,2
71177,575,MSGT01,2
71178,575,VSPP01,1
71179,575,MRLP01,2
71180,575,UPPP01,1
71181,575,VSPP25,1
71182,575,MSGT91,2
71186,575,MSWR01,1
71187,575,VSSS09,2
71189,575,VSSS01,2
71190,575,VSCA76,1
71191,575,JCUM01,2
71192,575,MSGT66,2
71193,575,VSSS03,1
71194,575,UPDD01,1
71195,575,MSGT26,1
71196,575,VSPP29,1
71197,575,MSPP03,1
71198,575,VSPP30,2
71199,575,URLP01,2
71200,575,MSGT25,2
71201,575,MSWR07,1
71202,575,VSGA17,2
71203,575,MSGT68,1
71204,575,MSGT20,2
71205,575,MSGT30,1
71206,575,VSPP03,2
71207,575,VSPP36,1
71208,575,VSPP20,2
71209,575,MSGT55,2
71211,575,MSGT16,2
71212,575,VSPP34,1
71213,575,VSSS07,2
71214,575,JCGA73,2
71215,575,MSGT62,2
71217,575,VSPP37,1
71220,575,VIGI06,1
71221,575,MSGT02,2
71222,575,VSSS02,1
71223,575,MSGT10,2
71225,575,MSGT07,2
71227,575,VSPP04,1
71228,575,MSGT28,1
71229,575,CIS04,2
71230,575,CIS02,2
71231,575,AIS04,2
71232,575,AIS02,2
71233,575,VSSS08,2
71234,575,VSPP32,2
71235,575,MSGT14,2
71237,575,MSGT67,2
71238,575,VSPP06,1
71239,575,MSGT12,2
71240,575,VCGA63,2
71242,575,MSGT11,2
71243,575,MSGT21,1
71244,575,MSGT64,2
71245,575,MSGT05,1
71246,575,VSPP05,2
71248,575,VCBA56,1
71249,575,MSGT08,2
71250,575,JCGA74,2
71251,575,VSPP24,2
71253,575,MSGT65,1
71254,575,MSWR06,2
71255,575,VSPP31,1
71258,575,MSGT24,1
71260,575,VSPP14,1
71263,575,MSGT46,2
71264,575,MSGT03,2
71266,575,MSGT54,2
71267,575,VRLP01,1
71268,575,VCBA65,2
71269,575,VSSS06,1
71270,575,MSGT43,1
71271,575,VSPP15,1
71273,575,MSPP10,2
71274,575,VSPP17,1
71275,575,MSGT44,2
71276,575,VSPP23,1
71278,575,MSGT35,1
71279,575,MSCA47,2
71280,575,MSGT90,1
71282,575,MSWW04,1
71284,575,MSGT37,2
71286,575,MSGT34,1
71287,575,MSGT15,1
71288,575,MSGT52,2
71289,575,MSGT31,1
71290,575,URLP07,1
71291,575,MSGT32,2
71292,575,MSGT51,1
71293,575,MSGA43,1
71294,575,MSGT47,1
71295,575,JCGA75,2
71296,575,MSGT17,1
71297,575,MSGT19,2
71298,575,VACM13,2
71299,575,VSPP18,2
71300,576,MSPP02,2
71301,576,MSGT01,2
71302,576,VSPP01,2
71305,576,VSPP25,2
71306,576,MSGT91,2
71307,576,VSPP33,3
71308,576,JCGA69,2
71309,576,MSGT18,2
71311,576,VSSS09,2
71315,576,JCUM01,2
71316,576,MSGT66,2
71317,576,VSSS03,2
71319,576,MSGT26,2
71320,576,VSPP29,1
71321,576,MSPP03,2
71322,576,VSPP30,2
71323,576,URLP01,2
71324,576,MSGT25,2
71325,576,MSWR07,2
71327,576,MSGT68,2
71328,576,MSGT20,2
71329,576,MSGT30,1
71331,576,VSPP36,2
71332,576,VSPP20,2
71333,576,MSGT55,2
71334,576,VSSS04,1
71335,576,MSGT16,2
71336,576,VSPP34,2
71337,576,VSSS07,2
71338,576,JCGA73,2
71339,576,MSGT62,2
71340,576,MSPP15,2
71342,576,MSGT40,2
71344,576,VIGI06,1
71345,576,MSGT02,2
71346,576,VSSS02,1
71347,576,MSGT10,2
71348,576,JCGA70,2
71349,576,MSGT07,2
71350,576,VSCA25,1
71351,576,VSPP04,2
71352,576,MSGT28,2
71353,576,CIS04,2
71354,576,CIS02,2
71355,576,AIS04,3
71356,576,AIS02,2
71358,576,VSPP32,1
71359,576,MSGT14,2
71360,576,VSPP11,1
71361,576,MSGT67,2
71362,576,VSPP06,2
71363,576,MSGT12,3
71364,576,VCGA63,2
71366,576,MSGT11,2
71367,576,MSGT21,2
71368,576,MSGT64,2
71369,576,MSGT05,1
71370,576,VSPP05,2
71371,576,MSWR03,1
71372,576,VCBA56,2
71374,576,JCGA74,2
71375,576,VSPP24,2
71377,576,MSGT65,1
71378,576,MSWR06,2
71380,576,MSGT49,2
71381,576,VSSS10,2
71382,576,MSGT24,2
71383,576,VIGI01,2
71385,576,MRLP02,2
71386,576,MRLP07,2
71387,576,MSGT46,2
71389,576,VCBGSC,2
71390,576,MSGT54,2
71393,576,VSSS06,2
71394,576,MSGT43,1
71395,576,VSPP15,2
71397,576,MSPP10,2
71398,576,VSPP17,1
71399,576,MSGT44,2
71400,576,VSPP23,1
71401,576,VSPP09,2
71402,576,MSGT35,1
71403,576,MSCA47,2
71404,576,MSGT90,2
71408,576,MSGT37,2
71409,576,VSPP07,2
71410,576,MSGT34,2
71411,576,MSGT15,2
71414,576,URLP07,1
71415,576,MSGT32,3
71416,576,MSGT51,1
71418,576,MSGT47,1
71420,576,MSGT17,1
71421,576,MSGT19,2
71422,576,VACM13,2
71423,576,VSPP18,2
71424,577,MSPP02,2
71425,577,MSGT01,2
71427,577,MRLP01,3
71429,577,VSPP25,1
71430,577,MSGT91,2
71431,577,VSPP33,3
71432,577,JCGA69,2
71433,577,MSGT18,2
71434,577,MSWR01,2
71437,577,VSSS01,2
71438,577,VSCA76,1
71439,577,JCUM01,1
71440,577,MSGT66,2
71442,577,UPDD01,1
71444,577,VSPP29,2
71445,577,MSPP03,2
71446,577,VSPP30,3
71448,577,MSGT25,2
71449,577,MSWR07,2
71450,577,VSGA17,3
71451,577,MSGT68,2
71453,577,MSGT30,1
71454,577,VSPP03,2
71455,577,VSPP36,2
71456,577,VSPP20,2
71457,577,MSGT55,2
71458,577,VSSS04,1
71459,577,MSGT16,2
71460,577,VSPP34,2
71461,577,VSSS07,2
71462,577,JCGA73,2
71463,577,MSGT62,2
71464,577,MSPP15,3
71465,577,VSPP37,2
71466,577,MSGT40,2
71468,577,VIGI06,1
71470,577,VSSS02,1
71471,577,MSGT10,2
71472,577,JCGA70,1
